id,league,league_id,country,round,season,season_id,home_team_id,away_team_id,link
11937138,Liga Profesional,155,Argentina,3,2024,57478,3203,65676,https://www.sofascore.com/es/football/match/central-cordoba-belgrano/dobsBnB#id:11937138
11937142,Liga Profesional,155,Argentina,3,2024,57478,3218,3206,https://www.sofascore.com/es/football/match/lanus-estudiantes-de-la-plata/gobstob#id:11937142
11937139,Liga Profesional,155,Argentina,3,2024,57478,3216,3211,https://www.sofascore.com/es/football/match/argentinos-juniors-river-plate/lobsqob#id:11937139
11937143,Liga Profesional,155,Argentina,3,2024,57478,6074,3201,https://www.sofascore.com/es/football/match/godoy-cruz-san-lorenzo/bobszwc#id:11937143
11937148,Liga Profesional,155,Argentina,3,2024,57478,3212,36839,https://www.sofascore.com/es/football/match/defensa-y-justicia-newells-old-boys/mobsOLo#id:11937148
11937151,Liga Profesional,155,Argentina,3,2024,57478,3202,3210,https://www.sofascore.com/es/football/match/talleres-boca-juniors/cobskob#id:11937151
11937146,Liga Profesional,155,Argentina,3,2024,57478,7629,4937,https://www.sofascore.com/es/football/match/huracan-instituto-de-cordoba/MYbsEcd#id:11937146
11937144,Liga Profesional,155,Argentina,3,2024,57478,42338,36842,https://www.sofascore.com/es/football/match/sarmiento-independiente-rivadavia/RLosNWq#id:11937144
11937147,Liga Profesional,155,Argentina,3,2024,57478,3205,3219,https://www.sofascore.com/es/football/match/banfield-gimnasia-y-esgrima/fobsuob#id:11937147
11937149,Liga Profesional,155,Argentina,3,2024,57478,3209,3208,https://www.sofascore.com/es/football/match/independiente-velez-sarsfield/iobsjob#id:11937149
11937145,Liga Profesional,155,Argentina,3,2024,57478,3204,65668,https://www.sofascore.com/es/football/match/barracas-central-club-atletico-union-de-santa-fe/eobstnB#id:11937145
11937150,Liga Profesional,155,Argentina,3,2024,57478,36833,36837,https://www.sofascore.com/es/football/match/platense-atletico-tucuman/ILosMLo#id:11937150
11937137,Liga Profesional,155,Argentina,2,2024,57478,3211,3203,https://www.sofascore.com/es/football/match/river-plate-belgrano/dobslob#id:11937137
11937132,Liga Profesional,155,Argentina,2,2024,57478,36842,6074,https://www.sofascore.com/es/football/match/independiente-rivadavia-godoy-cruz/zwcsRLo#id:11937132
12317909,Liga Profesional,155,Argentina,2,2024,57478,3211,3203,https://www.sofascore.com/es/football/match/river-plate-belgrano/dobslob#id:12317909
11937128,Liga Profesional,155,Argentina,2,2024,57478,36839,3205,https://www.sofascore.com/es/football/match/defensa-y-justicia-gimnasia-y-esgrima/fobsOLo#id:11937128
