player,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos,league,season,team,country
Jerónimo Cacciabue,ARG,CC,26.605479452054794,5,5,380.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,0.0,14.0,6.0,0.24,0.0,0.24,0.24,0.24,0.1,0.01,0.11,0.1,0.11,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Fernando David Cardozo,PAR,"DL,DF",23.556164383561644,6,5,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,5.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Augusto Schott,ARG,DF,24.616438356164384,6,4,425.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.2,8.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Julián Fernández,ARG,CC,29.353424657534248,6,3,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,1.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Tomás Jacob,ARG,DF,20.35890410958904,5,3,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Brian Aguirre,ARG,"CC,DL",21.243835616438357,5,3,250.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,11.0,6.0,22.0,0.36,0.0,0.36,0.36,0.36,0.17,0.01,0.18,0.17,0.18,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Lucas Besozzi,ARG,"DL,CC",21.602739726027398,4,3,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Brian Calderara,ARG,DF,25.915068493150685,6,2,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Matko Miljevic,USA,CC,23.306849315068494,5,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,2.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Tomás Pérez,ARG,CC,19.008219178082193,4,1,161.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,3.0,1.0,0.56,0.0,0.56,0.56,0.56,0.21,0.0,0.21,0.21,0.21,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Gabriel Carabajal,ARG,"CC,DL",32.723287671232875,5,1,142.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.8,2.0,2.0,8.0,0.0,0.63,0.63,0.0,0.63,0.05,0.43,0.48,0.05,0.48,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Leonel Vangioni,ARG,DF,37.31780821917808,2,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Giovani Chiaverano,ARG,"DL,CC",19.273972602739725,4,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Guillermo Balzi,ARG,CC,23.101369863013698,1,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Fabricio Tirado,ARG,CC,19.947945205479453,2,1,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Guillermo May,URU,DL,26.46849315068493,5,0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.38,0.05,0.43,0.38,0.43,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Mateo Silvetti,ARG,"CC,DL",18.624657534246577,5,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Franco Díaz,ARG,CC,24.002739726027396,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Misael Jaime,ARG,CC,20.627397260273973,2,0,36.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,2.0,0.0,2.5,2.5,0.0,2.5,0.0,0.14,0.14,0.0,0.14,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Jeremías Pérez Tica,ARG,DL,21.36986301369863,2,0,36.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,2.0,6.0,0.0,2.5,2.5,0.0,2.5,0.08,1.9,1.98,0.08,1.98,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Lucas Baños,ARG,DF,19.306849315068494,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Ignacio Schor,ARG,"CC,DL",24.068493150684933,3,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Juan Manuel García,ARG,"DL,DF",31.791780821917808,2,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Esteban Fernández,ARG,CC,22.646575342465752,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Agustín Juárez,ARG,DL,19.265753424657536,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Lucas Mihovilcevich,ARG,DF,20.58082191780822,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Ezequiel Moya,ARG,DF,19.56986301369863,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Faustino Piotti,ARG,PO,20.81095890410959,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Josue Reinatti,ARG,PO,21.24109589041096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Valentino Torrente,ARG,DF,19.01095890410959,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Newells Old Boys,Argentina
Total del equipo,nan,,27.5,12,132,1080.0,12.0,5.0,4.0,9.0,5.0,0.0,2.0,34.0,2.0,11.2,10.1,7.5,17.5,160.0,370.0,368.0,0.42,0.33,0.75,0.42,0.75,0.94,0.62,1.56,0.84,1.46,,Liga Profesional,2024,Newells Old Boys,Argentina
Total del oponente,nan,,27.2,12,132,1080.0,12.0,12.0,8.0,20.0,11.0,1.0,2.0,27.0,0.0,11.7,10.1,7.3,17.5,133.0,381.0,377.0,1.0,0.67,1.67,0.92,1.58,0.98,0.61,1.59,0.85,1.46,,Liga Profesional,2024,Newells Old Boys,Argentina
Alejandro Maciel,ARG,DF,27.353424657534248,11,11,987.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.2,0.2,0.1,0.3,1.0,14.0,2.0,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02,Partidos,Liga Profesional,2024,Banfield,Argentina
Ignacio Rodríguez,ARG,"CC,DL",22.517808219178082,11,11,886.0,9.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1,0.3,0.9,1.2,18.0,27.0,53.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.21,0.03,0.13,Partidos,Liga Profesional,2024,Banfield,Argentina
Facundo Sanguinetti,ARG,PO,23.495890410958904,11,10,962.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Banfield,Argentina
Emanuel Insúa,ARG,DF,33.38630136986301,9,9,765.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.3,1.1,34.0,38.0,24.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.13,0.1,0.13,Partidos,Liga Profesional,2024,Banfield,Argentina
Cristian Núñez,PAR,CC,26.942465753424656,10,9,749.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.1,0.1,2.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Partidos,Liga Profesional,2024,Banfield,Argentina
Juan Álvarez,ARG,"DL,DF",28.55068493150685,11,8,715.0,7.9,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.1,2.3,24.0,15.0,59.0,0.0,0.38,0.38,0.0,0.38,0.03,0.26,0.29,0.03,0.29,Partidos,Liga Profesional,2024,Banfield,Argentina
Matías González,ARG,CC,22.5013698630137,11,7,632.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,10.0,31.0,43.0,0.0,0.14,0.14,0.0,0.14,0.08,0.1,0.18,0.08,0.18,Partidos,Liga Profesional,2024,Banfield,Argentina
Jesús Soraire,ARG,CC,35.73972602739726,9,7,509.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.3,0.9,4.0,29.0,6.0,0.18,0.0,0.18,0.18,0.18,0.11,0.05,0.16,0.11,0.16,Partidos,Liga Profesional,2024,Banfield,Argentina
Aaron Quirós,ARG,DF,22.83013698630137,5,5,448.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0,0.1,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Partidos,Liga Profesional,2024,Banfield,Argentina
Milton Giménez,ARG,DL,28.046575342465754,5,5,443.0,4.9,4.0,0.0,4.0,3.0,1.0,3.0,1.0,0.0,4.7,2.4,0.0,2.4,7.0,7.0,20.0,0.81,0.0,0.81,0.61,0.61,0.96,0.0,0.96,0.49,0.5,Partidos,Liga Profesional,2024,Banfield,Argentina
Mauricio Roldán,ARG,DL,19.55068493150685,8,5,411.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.6,1.2,5.0,4.0,22.0,0.0,0.22,0.22,0.0,0.22,0.13,0.12,0.26,0.13,0.26,Partidos,Liga Profesional,2024,Banfield,Argentina
Guillermo Enrique,ARG,DF,24.512328767123286,5,5,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Partidos,Liga Profesional,2024,Banfield,Argentina
Bruno Sepúlveda,ARG,"DL,CC",31.95068493150685,9,4,442.0,4.9,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.8,1.8,0.8,2.6,4.0,6.0,22.0,0.61,0.2,0.81,0.61,0.81,0.38,0.16,0.54,0.38,0.54,Partidos,Liga Profesional,2024,Banfield,Argentina
Yonatan Rodríguez,URU,CC,31.161643835616438,6,4,423.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,1.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Partidos,Liga Profesional,2024,Banfield,Argentina
Braian Galván,ARG,"DL,CC",23.898630136986302,8,4,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,9.0,13.0,31.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Partidos,Liga Profesional,2024,Banfield,Argentina
Gabriel Aranda,ARG,DF,23.36986301369863,6,4,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Partidos,Liga Profesional,2024,Banfield,Argentina
Nicolás Hernández,COL,DF,26.613698630136987,4,4,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Partidos,Liga Profesional,2024,Banfield,Argentina
Ezequiel Bonifacio,ARG,DF,30.306849315068494,7,3,435.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.2,7.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Partidos,Liga Profesional,2024,Banfield,Argentina
Mathías De Ritis,URU,DF,21.578082191780823,3,2,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,4.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,Partidos,Liga Profesional,2024,Banfield,Argentina
Lautaro Cardozo,ARG,DF,22.583561643835615,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Partidos,Liga Profesional,2024,Banfield,Argentina
Mateo Pérez,ARG,DF,23.96712328767123,3,2,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Partidos,Liga Profesional,2024,Banfield,Argentina
Marcelo Barovero,ARG,PO,40.52876712328767,2,2,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Banfield,Argentina
Geronimo Rivera,ARG,"DL,CC",21.03013698630137,4,1,146.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.3,2.0,2.0,9.0,0.0,0.62,0.62,0.0,0.62,0.57,0.21,0.78,0.57,0.78,Partidos,Liga Profesional,2024,Banfield,Argentina
Ezequiel Cañete,ARG,CC,25.2,3,1,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Banfield,Argentina
Yvo Calleros,URU,CC,26.46027397260274,4,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Partidos,Liga Profesional,2024,Banfield,Argentina
Juan Iribarren,ARG,DF,21.602739726027398,3,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Partidos,Liga Profesional,2024,Banfield,Argentina
Juan Bisanz,ARG,DL,23.002739726027396,3,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.16,0.11,0.16,Partidos,Liga Profesional,2024,Banfield,Argentina
Leandro Garate,ARG,DL,30.991780821917807,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Partidos,Liga Profesional,2024,Banfield,Argentina
Marcos Echeverría,ARG,"DL,CC",21.12054794520548,4,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Partidos,Liga Profesional,2024,Banfield,Argentina
Lautaro Villegas,ARG,CC,20.665753424657535,3,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.38,0.86,1.25,0.38,1.25,Partidos,Liga Profesional,2024,Banfield,Argentina
Damián Díaz,ECU,CC,38.32876712328767,1,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Partidos,Liga Profesional,2024,Banfield,Argentina
Juan Quintana,URU,"DF,CC",24.65205479452055,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Partidos,Liga Profesional,2024,Banfield,Argentina
Federico Medina,ARG,DL,20.534246575342465,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Banfield,Argentina
Lautaro Gómez,ARG,DL,21.057534246575344,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,Banfield,Argentina
Alexander Byndgaard,ARG,DL,21.56986301369863,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Banfield,Argentina
José Devecchi,ARG,PO,29.13972602739726,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Banfield,Argentina
Lisandro Piñero,ARG,DL,17.123287671232877,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Banfield,Argentina
Franco Quinteros,ARG,DF,25.87945205479452,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Banfield,Argentina
Luciano Recalde,ARG,DF,29.046575342465754,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Banfield,Argentina
Facundo Vila,ARG,PO,21.301369863013697,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,Liga Profesional,2024,Banfield,Argentina
Total del equipo,nan,,26.6,12,132,1080.0,12.0,9.0,7.0,16.0,8.0,1.0,4.0,37.0,2.0,13.1,10.1,7.8,17.8,153.0,358.0,355.0,0.75,0.58,1.33,0.67,1.25,1.1,0.65,1.74,0.84,1.49,,Liga Profesional,2024,Banfield,Argentina
Total del oponente,nan,,27.6,12,132,1080.0,12.0,15.0,9.0,24.0,14.0,1.0,2.0,25.0,1.0,17.2,16.0,11.0,27.0,123.0,414.0,408.0,1.25,0.75,2.0,1.17,1.92,1.44,0.91,2.35,1.33,2.25,,Liga Profesional,2024,Banfield,Argentina
Jhohan Romaña,COL,DF,25.96164383561644,10,10,899.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,7.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Gastón Campi,ARG,DF,33.397260273972606,9,9,810.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.3,0.9,11.0,48.0,4.0,0.11,0.11,0.22,0.11,0.22,0.06,0.04,0.1,0.06,0.1,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Alexis Cuello,ARG,"DL,CC",24.528767123287672,11,8,769.0,8.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.1,2.1,0.6,2.7,18.0,11.0,71.0,0.23,0.0,0.23,0.23,0.23,0.25,0.08,0.32,0.25,0.32,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Elian Irala,ARG,CC,20.147945205479452,9,8,693.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,12.0,33.0,17.0,0.13,0.0,0.13,0.13,0.13,0.05,0.02,0.07,0.05,0.07,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Ivan Leguizamon,PAR,"DL,CC",22.156164383561645,10,8,688.0,7.6,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.3,0.5,1.3,1.8,17.0,24.0,58.0,0.13,0.13,0.26,0.0,0.13,0.17,0.16,0.34,0.07,0.23,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Facundo Altamirano,ARG,PO,28.44109589041096,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Malcom Braida,ARG,DF,27.284931506849315,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,1.0,10.0,38.0,43.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Eric Remedi,ARG,CC,29.235616438356164,8,6,574.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,6.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Cristian Tarragona,ARG,DL,33.38904109589041,7,6,485.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.1,2.1,0.7,2.8,2.0,5.0,41.0,0.19,0.19,0.37,0.19,0.37,0.39,0.12,0.51,0.39,0.51,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Nahuel Barrios,ARG,"CC,DL",26.312328767123287,9,6,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,18.0,27.0,39.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Oscar Arias,ARG,DF,19.65753424657534,5,5,403.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,1.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Gonzalo Luján,ARG,DF,23.339726027397262,6,4,368.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Elías Báez,ARG,DF,19.865753424657534,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Nicolás Tripichio,ARG,"CC,DF",28.649315068493152,4,4,281.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,5.0,17.0,9.0,0.0,0.32,0.32,0.0,0.32,0.01,0.19,0.19,0.01,0.19,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Gastón Gómez,ARG,PO,28.487671232876714,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
Matías Reali,ARG,"DL,CC",26.791780821917808,4,3,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,8.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17,Partidos,Liga Profesional,2024,San Lorenzo,Argentina
